device_id,timestamp,x,y,status
1,6,4311,1334,1
2,6,4311,1352,1
3,6,4308,1334,1
4,6,4320,1352,1
5,6,4323,1391,1
6,6,4911,2573,1
7,6,5206,3122,1
8,6,4917,3209,1
9,6,4917,3209,1
10,6,4153,3367,1
11,6,3854,3815,1
12,6,3988,206,1
13,6,2788,3254,1
14,6,2788,3254,1
15,6,2788,3254,1
16,6,2788,3254,1
17,6,2937,4138,1
18,6,2358,3678,1
19,6,3358,1352,1
20,6,3331,1376,1
1,7,4311,1334,1
2,7,4299,1346,1
3,7,4308,1334,1
4,7,4320,1352,1
5,7,4320,1412,1
6,7,4905,2621,1
7,7,5192,3158,1
8,7,4917,3209,1
9,7,4917,3209,1
10,7,4111,3376,1
11,7,3815,3830,1
12,7,4057,200,1
13,7,2788,3254,1
14,7,2788,3254,1
15,7,2788,3254,1
16,7,2788,3254,1
17,7,2902,4138,1
18,7,2391,3678,1
19,7,3361,1403,1
20,7,3364,1489,1
1,8,4311,1334,1
2,8,4299,1346,1
3,8,4320,1346,1
4,8,4320,1352,1
5,8,4311,1400,1
6,8,4905,2687,1
7,8,5183,3191,1
8,8,4917,3209,1
9,8,4917,3209,1
10,8,4054,3391,1
11,8,3782,3863,1
12,8,4156,211,1
13,8,2788,3254,1
14,8,2788,3254,1
15,8,2788,3254,1
16,8,2788,3254,1
17,8,2878,4135,1
18,8,2409,3678,1
19,8,3367,1468,1
20,8,3349,1439,1
1,9,4311,1334,1
2,9,4299,1346,1
3,9,4320,1346,1
4,9,4320,1352,1
5,9,4311,1394,1
6,9,4905,2764,1
7,9,5153,3218,1
8,9,4917,3209,1
9,9,4917,3209,1
10,9,3985,3406,1
11,9,3758,3884,1
12,9,4179,217,1
13,9,2788,3254,1
14,9,2788,3254,1
15,9,2788,3254,1
16,9,2788,3254,1
17,9,2866,4096,1
18,9,2415,3672,1
19,9,3370,1519,1
20,9,3352,1468,1
1,10,4311,1334,1
2,10,4299,1346,1
3,10,4311,1346,1
4,10,4320,1352,1
5,10,4311,1394,1
6,10,4899,2800,1
7,10,5132,3227,1
8,10,4917,3209,1
9,10,4917,3209,1
10,10,3932,3409,1
11,10,3741,3914,1
12,10,4230,223,1
13,10,2788,3254,1
14,10,2788,3254,1
15,10,2788,3254,1
16,10,2788,3254,1
17,10,2866,4048,1
18,10,2445,3627,1
19,10,3370,1546,1
20,10,3364,1528,1
1,11,4311,1334,1
2,11,4299,1346,1
3,11,4314,1346,1
4,11,4320,1352,1
5,11,4311,1394,1
6,11,4890,2848,1
7,11,5096,3236,1
8,11,4917,3209,1
9,11,4917,3209,1
10,11,3872,3406,1
11,11,3744,3955,1
12,11,4305,235,1
13,11,2788,3254,1
14,11,2788,3254,1
15,11,2788,3254,1
16,11,2788,3254,1
17,11,2866,4000,1
18,11,2442,3588,1
19,11,3376,1579,1
20,11,3379,1579,1
1,12,4311,1334,1
2,12,4299,1346,1
3,12,4338,1361,1
4,12,4320,1352,1
5,12,4311,1394,1
6,12,4884,2884,1
7,12,5066,3245,1
8,12,4917,3209,1
9,12,4917,3209,1
10,12,3815,3406,1
11,12,3732,4018,1
12,12,4335,232,1
13,12,2788,3254,1
14,12,2788,3254,1
15,12,2788,3254,1
16,12,2788,3254,1
17,12,2866,3926,1
18,12,2442,3585,1
19,12,3385,1639,1
20,12,3424,1654,1
1,13,4311,1334,1
2,13,4299,1346,1
3,13,4329,1352,1
4,13,4320,1352,1
5,13,4311,1394,1
6,13,4881,2943,1
7,13,5042,3254,1
8,13,4917,3209,1
9,13,4917,3209,1
10,13,3755,3406,1
11,13,3723,4051,1
12,13,4385,232,1
13,13,2788,3254,1
14,13,2788,3254,1
15,13,2788,3254,1
16,13,2788,3254,1
17,13,2866,3881,1
18,13,2442,3585,1
19,13,3385,1722,1
20,13,3433,1725,1
1,14,4311,1334,1
2,14,4299,1346,1
3,14,4329,1352,1
4,14,4320,1352,1
5,14,4311,1394,1
6,14,4881,2994,1
7,14,4992,3269,1
8,14,4917,3209,1
9,14,4917,3209,1
10,14,3654,3406,1
11,14,3723,4108,1
12,14,4466,235,1
13,14,2788,3254,1
14,14,2788,3254,1
15,14,2788,3254,1
16,14,2788,3254,1
17,14,2866,3818,1
18,14,2442,3585,1
19,14,3397,1797,1
20,14,3445,1758,1
1,15,4311,1334,1
2,15,4299,1346,1
3,15,4329,1352,1
4,15,4320,1352,1
5,15,4311,1394,1
6,15,4881,3033,1
7,15,4956,3266,1
8,15,4917,3209,1
9,15,4917,3209,1
10,15,3597,3373,1
11,15,3723,4129,1
12,15,4520,250,1
13,15,2788,3254,1
14,15,2788,3254,1
15,15,2788,3254,1
16,15,2788,3254,1
17,15,2818,3785,1
18,15,2442,3585,1
19,15,3421,1866,1
20,15,3466,1800,1
1,16,4311,1334,1
2,16,4299,1346,1
3,16,4329,1352,1
4,16,4320,1352,1
5,16,4311,1394,1
6,16,4881,3075,1
7,16,4926,3263,1
8,16,4917,3209,1
9,16,4917,3209,1
10,16,3555,3326,1
11,16,3723,4161,1
12,16,4574,262,1
13,16,2788,3254,1
14,16,2788,3254,1
15,16,2788,3254,1
16,16,2788,3254,1
17,16,2728,3770,1
18,16,2442,3585,1
19,16,3463,1889,1
20,16,3540,1877,1
1,17,4311,1334,1
2,17,4299,1346,1
3,17,4329,1352,1
4,17,4320,1352,1
5,17,4311,1394,1
6,17,4881,3111,1
7,17,4914,3242,1
8,17,4917,3209,1
9,17,4917,3209,1
10,17,3529,3278,1
11,17,3702,4197,1
12,17,4609,295,1
13,17,2788,3254,1
14,17,2788,3254,1
15,17,2788,3254,1
16,17,2788,3254,1
17,17,2663,3770,1
18,17,2442,3585,1
19,17,3517,1895,1
20,17,3600,1901,1
1,18,4311,1334,1
2,18,4299,1346,1
3,18,4329,1352,1
4,18,4329,1367,1
5,18,4311,1394,1
6,18,4896,3155,1
7,18,4911,3227,1
8,18,4917,3209,1
9,18,4917,3209,1
10,18,3472,3200,1
11,18,3639,4221,1
12,18,4663,334,1
13,18,2788,3254,1
14,18,2788,3254,1
15,18,2788,3254,1
16,18,2788,3254,1
17,18,2600,3770,1
18,18,2442,3585,1
19,18,3606,1919,1
20,18,3612,1910,1
1,19,4311,1334,1
2,19,4299,1346,1
3,19,4329,1352,1
4,19,4329,1367,1
5,19,4311,1394,1
6,19,4902,3185,1
7,19,4902,3206,1
8,19,4917,3209,1
9,19,4917,3209,1
10,19,3442,3161,1
11,19,3597,4221,1
12,19,4726,382,1
13,19,2788,3254,1
14,19,2788,3254,1
15,19,2788,3254,1
16,19,2788,3254,1
17,19,2555,3761,1
18,19,2442,3585,1
19,19,3648,1937,1
20,19,3660,1937,1
1,20,4311,1334,1
2,20,4299,1346,1
3,20,4329,1352,1
4,20,4329,1367,1
5,20,4311,1394,1
6,20,4920,3218,1
7,20,4899,3197,1
8,20,4917,3209,1
9,20,4917,3209,1
10,20,3409,3137,1
11,20,3532,4233,1
12,20,4765,453,1
13,20,2788,3254,1
14,20,2788,3254,1
15,20,2788,3254,1
16,20,2788,3254,1
17,20,2498,3738,1
18,20,2442,3573,1
19,20,3696,1979,1
20,20,3684,1949,1
1,21,4311,1334,1
2,21,4299,1346,1
3,21,4329,1352,1
4,21,4329,1367,1
5,21,4311,1394,1
6,21,4917,3206,1
7,21,4905,3206,1
8,21,4917,3209,1
9,21,4917,3209,1
10,21,3361,3099,1
11,21,3463,4233,1
12,21,4765,465,1
13,21,2788,3254,1
14,21,2788,3254,1
15,21,2788,3254,1
16,21,2788,3254,1
17,21,2484,3702,1
18,21,2445,3588,1
19,21,3732,2018,1
20,21,3726,1982,1
1,22,4311,1334,1
2,22,4299,1346,1
3,22,4329,1352,1
4,22,4329,1367,1
5,22,4311,1394,1
6,22,4917,3206,1
7,22,4914,3218,1
8,22,4917,3209,1
9,22,4917,3209,1
10,22,3314,3060,1
11,22,3418,4233,1
12,22,4788,555,1
13,22,2788,3254,1
14,22,2788,3254,1
15,22,2788,3254,1
16,22,2788,3254,1
17,22,2379,3723,1
18,22,2445,3564,1
19,22,3741,2057,1
20,22,3767,2009,1
1,23,4311,1334,1
2,23,4299,1346,1
3,23,4329,1352,1
4,23,4332,1373,1
5,23,4311,1394,1
6,23,4908,3206,1
7,23,4914,3218,1
8,23,4917,3209,1
9,23,4917,3209,1
10,23,3293,3024,1
11,23,3328,4233,1
12,23,4824,582,1
13,23,2788,3254,1
14,23,2788,3254,1
15,23,2788,3254,1
16,23,2788,3254,1
17,23,2403,3723,1
18,23,2445,3558,1
19,23,3746,2080,1
20,23,3791,2033,1
1,24,4311,1334,1
2,24,4299,1346,1
3,24,4329,1352,1
4,24,4329,1376,1
5,24,4311,1394,1
6,24,4908,3206,1
7,24,4914,3218,1
8,24,4917,3209,1
9,24,4917,3209,1
10,24,3275,2994,1
11,24,3284,4230,1
12,24,4860,585,1
13,24,2788,3254,1
14,24,2788,3254,1
15,24,2788,3254,1
16,24,2788,3254,1
17,24,2451,3717,1
18,24,2445,3558,1
19,24,3761,2107,1
20,24,3806,2072,1
